timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1715180997101,4,Main Catalog (HTTP Request),200,OK,Thread Group 1-9,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1715180997156,5,Main Catalog (HTTP Request),200,OK,Thread Group 1-11,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1715180997187,4,Main Catalog (HTTP Request),200,OK,Thread Group 1-13,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1715180997186,5,Main Catalog (HTTP Request),200,OK,Thread Group 1-8,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1715180997226,4,Main Catalog (HTTP Request),200,OK,Thread Group 1-10,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1715180997232,3,Main Catalog (HTTP Request),200,OK,Thread Group 1-12,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1715180997297,3,Main Catalog (HTTP Request),200,OK,Thread Group 1-15,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1715180997449,5,Main Catalog (HTTP Request),200,OK,Thread Group 1-14,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1715180997465,3,Main Catalog (HTTP Request),200,OK,Thread Group 1-18,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1715180997492,4,Main Catalog (HTTP Request),200,OK,Thread Group 1-16,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1715180997503,5,Main Catalog (HTTP Request),200,OK,Thread Group 1-19,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1715180997565,4,Main Catalog (HTTP Request),200,OK,Thread Group 1-17,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1715180997649,4,Main Catalog (HTTP Request),200,OK,Thread Group 1-22,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1715180997725,5,Main Catalog (HTTP Request),200,OK,Thread Group 1-23,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1715180997726,4,Main Catalog (HTTP Request),200,OK,Thread Group 1-21,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1715180997759,5,Main Catalog (HTTP Request),200,OK,Thread Group 1-24,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1715180997848,6,Main Catalog (HTTP Request),200,OK,Thread Group 1-25,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,6,0,0
1715180997861,4,Main Catalog (HTTP Request),200,OK,Thread Group 1-20,text,true,,4832,605,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1715180998746,6,Sign In (HTTP Request),200,OK,Thread Group 1-3,text,true,,3923,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,6,0,0
1715180998953,5,Sign In (HTTP Request),200,OK,Thread Group 1-5,text,true,,3919,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1715180998982,4,Sign In (HTTP Request),200,OK,Thread Group 1-1,text,true,,3923,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1715180999053,4,Sign In (HTTP Request),200,OK,Thread Group 1-6,text,true,,3925,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1715180999053,4,Sign In (HTTP Request),200,OK,Thread Group 1-4,text,true,,3923,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1715180999084,4,Sign In (HTTP Request),200,OK,Thread Group 1-2,text,true,,3923,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1715180999105,4,Sign In (HTTP Request),200,OK,Thread Group 1-7,text,true,,3921,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1715180999169,4,Sign In (HTTP Request),200,OK,Thread Group 1-9,text,true,,3925,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1715180999176,4,Sign In (HTTP Request),200,OK,Thread Group 1-11,text,true,,3925,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1715180999194,3,Sign In (HTTP Request),200,OK,Thread Group 1-13,text,true,,3925,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,3,0,0
1715180999225,5,Sign In (HTTP Request),200,OK,Thread Group 1-8,text,true,,3925,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1715180999246,7,Sign In (HTTP Request),200,OK,Thread Group 1-12,text,true,,3923,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,7,0,0
1715180999290,5,Sign In (HTTP Request),200,OK,Thread Group 1-10,text,true,,3923,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1715180999305,3,Sign In (HTTP Request),200,OK,Thread Group 1-15,text,true,,3923,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,3,0,0
1715180999519,5,Sign In (HTTP Request),200,OK,Thread Group 1-18,text,true,,3923,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1715180999540,6,Sign In (HTTP Request),200,OK,Thread Group 1-14,text,true,,3923,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,6,0,0
1715180999562,27,Sign In (HTTP Request),200,OK,Thread Group 1-19,text,true,,3925,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,27,0,0
1715180999560,49,Sign In (HTTP Request),200,OK,Thread Group 1-16,text,true,,3919,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,49,0,0
1715180999626,4,Sign In (HTTP Request),200,OK,Thread Group 1-17,text,true,,3923,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1715180999684,3,Sign In (HTTP Request),200,OK,Thread Group 1-22,text,true,,3925,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,3,0,0
1715180999793,5,Sign In (HTTP Request),200,OK,Thread Group 1-23,text,true,,3923,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1715180999826,4,Sign In (HTTP Request),200,OK,Thread Group 1-21,text,true,,3921,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1715180999834,3,Sign In (HTTP Request),200,OK,Thread Group 1-24,text,true,,3923,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,3,0,0
1715180999913,6,Sign In (HTTP Request),200,OK,Thread Group 1-20,text,true,,3921,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,6,0,0
1715180999956,3,Sign In (HTTP Request),200,OK,Thread Group 1-25,text,true,,3923,218,25,25,http://localhost:8080/jpetstore/actions/Account.action,3,0,0
1715181002310,15,Login (HTTP Request),200,OK,Thread Group 1-3,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,11,0,0
1715181002310,11,Login (HTTP Request)-0,302,Found,Thread Group 1-3,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,11,0,0
1715181002322,3,Login (HTTP Request)-1,200,OK,Thread Group 1-3,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1715181002519,8,Login (HTTP Request),200,OK,Thread Group 1-5,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1715181002519,5,Login (HTTP Request)-0,302,Found,Thread Group 1-5,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1715181002524,3,Login (HTTP Request)-1,200,OK,Thread Group 1-5,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1715181002558,16,Login (HTTP Request),200,OK,Thread Group 1-1,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,12,0,0
1715181002558,12,Login (HTTP Request)-0,302,Found,Thread Group 1-1,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,12,0,0
1715181002571,3,Login (HTTP Request)-1,200,OK,Thread Group 1-1,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1715181002604,10,Login (HTTP Request),200,OK,Thread Group 1-2,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1715181002604,5,Login (HTTP Request)-0,302,Found,Thread Group 1-2,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1715181002609,5,Login (HTTP Request)-1,200,OK,Thread Group 1-2,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1715181002618,7,Login (HTTP Request),200,OK,Thread Group 1-6,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1715181002618,5,Login (HTTP Request)-0,302,Found,Thread Group 1-6,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1715181002623,2,Login (HTTP Request)-1,200,OK,Thread Group 1-6,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1715181002668,17,Login (HTTP Request),200,OK,Thread Group 1-4,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,12,0,0
1715181002668,12,Login (HTTP Request)-0,302,Found,Thread Group 1-4,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,12,0,0
1715181002680,5,Login (HTTP Request)-1,200,OK,Thread Group 1-4,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1715181002737,7,Login (HTTP Request),200,OK,Thread Group 1-7,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1715181002737,4,Login (HTTP Request)-0,302,Found,Thread Group 1-7,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1715181002741,3,Login (HTTP Request)-1,200,OK,Thread Group 1-7,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1715181002780,9,Login (HTTP Request),200,OK,Thread Group 1-12,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1715181002780,5,Login (HTTP Request)-0,302,Found,Thread Group 1-12,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1715181002786,3,Login (HTTP Request)-1,200,OK,Thread Group 1-12,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1715181002803,8,Login (HTTP Request),200,OK,Thread Group 1-9,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1715181002803,5,Login (HTTP Request)-0,302,Found,Thread Group 1-9,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1715181002804,7,Login (HTTP Request),200,OK,Thread Group 1-13,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1715181002809,2,Login (HTTP Request)-1,200,OK,Thread Group 1-9,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1715181002804,5,Login (HTTP Request)-0,302,Found,Thread Group 1-13,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1715181002809,2,Login (HTTP Request)-1,200,OK,Thread Group 1-13,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1715181002813,6,Login (HTTP Request),200,OK,Thread Group 1-8,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1715181002813,3,Login (HTTP Request)-0,302,Found,Thread Group 1-8,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,3,0,0
1715181002816,3,Login (HTTP Request)-1,200,OK,Thread Group 1-8,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1715181002836,8,Login (HTTP Request),200,OK,Thread Group 1-11,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1715181002836,5,Login (HTTP Request)-0,302,Found,Thread Group 1-11,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1715181002842,2,Login (HTTP Request)-1,200,OK,Thread Group 1-11,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1715181002932,17,Login (HTTP Request),200,OK,Thread Group 1-10,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,14,0,0
1715181002932,14,Login (HTTP Request)-0,302,Found,Thread Group 1-10,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,14,0,0
1715181002947,2,Login (HTTP Request)-1,200,OK,Thread Group 1-10,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1715181002942,9,Login (HTTP Request),200,OK,Thread Group 1-15,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1715181002942,4,Login (HTTP Request)-0,302,Found,Thread Group 1-15,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1715181002946,5,Login (HTTP Request)-1,200,OK,Thread Group 1-15,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1715181003084,11,Login (HTTP Request),200,OK,Thread Group 1-18,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1715181003084,5,Login (HTTP Request)-0,302,Found,Thread Group 1-18,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1715181003089,6,Login (HTTP Request)-1,200,OK,Thread Group 1-18,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,6,0,0
1715181003157,11,Login (HTTP Request),200,OK,Thread Group 1-14,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,8,0,0
1715181003157,8,Login (HTTP Request)-0,302,Found,Thread Group 1-14,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,8,0,0
1715181003165,3,Login (HTTP Request)-1,200,OK,Thread Group 1-14,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1715181003159,13,Login (HTTP Request),200,OK,Thread Group 1-19,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,6,0,0
1715181003159,6,Login (HTTP Request)-0,302,Found,Thread Group 1-19,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,6,0,0
1715181003165,7,Login (HTTP Request)-1,200,OK,Thread Group 1-19,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,7,0,0
1715181003256,9,Login (HTTP Request),200,OK,Thread Group 1-17,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1715181003256,5,Login (HTTP Request)-0,302,Found,Thread Group 1-17,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1715181003261,4,Login (HTTP Request)-1,200,OK,Thread Group 1-17,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1715181003258,9,Login (HTTP Request),200,OK,Thread Group 1-16,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1715181003258,5,Login (HTTP Request)-0,302,Found,Thread Group 1-16,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1715181003263,4,Login (HTTP Request)-1,200,OK,Thread Group 1-16,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1715181003282,8,Login (HTTP Request),200,OK,Thread Group 1-22,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1715181003282,4,Login (HTTP Request)-0,302,Found,Thread Group 1-22,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1715181003286,4,Login (HTTP Request)-1,200,OK,Thread Group 1-22,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1715181003428,10,Login (HTTP Request),200,OK,Thread Group 1-23,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,6,0,0
1715181003428,6,Login (HTTP Request)-0,302,Found,Thread Group 1-23,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,6,0,0
1715181003435,3,Login (HTTP Request)-1,200,OK,Thread Group 1-23,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1715181003461,8,Login (HTTP Request),200,OK,Thread Group 1-24,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1715181003461,4,Login (HTTP Request)-0,302,Found,Thread Group 1-24,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1715181003466,3,Login (HTTP Request)-1,200,OK,Thread Group 1-24,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1715181003469,8,Login (HTTP Request),200,OK,Thread Group 1-21,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1715181003469,5,Login (HTTP Request)-0,302,Found,Thread Group 1-21,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1715181003474,3,Login (HTTP Request)-1,200,OK,Thread Group 1-21,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1715181003517,7,Login (HTTP Request),200,OK,Thread Group 1-25,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1715181003517,5,Login (HTTP Request)-0,302,Found,Thread Group 1-25,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1715181003522,2,Login (HTTP Request)-1,200,OK,Thread Group 1-25,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1715181003513,11,Login (HTTP Request),200,OK,Thread Group 1-20,text,true,,5262,1625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,8,0,0
1715181003513,8,Login (HTTP Request)-0,302,Found,Thread Group 1-20,,true,,193,940,25,25,http://localhost:8080/jpetstore/actions/Account.action,8,0,0
1715181003521,3,Login (HTTP Request)-1,200,OK,Thread Group 1-20,text,true,,5069,685,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1715181004386,4,Reptiles (HTTP Request),200,OK,Thread Group 1-3,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,4,0,0
1715181004624,4,Reptiles (HTTP Request),200,OK,Thread Group 1-5,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,4,0,0
1715181004630,6,Reptiles (HTTP Request),200,OK,Thread Group 1-2,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,5,0,0
1715181004641,4,Reptiles (HTTP Request),200,OK,Thread Group 1-1,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,4,0,0
1715181004642,4,Reptiles (HTTP Request),200,OK,Thread Group 1-6,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,4,0,0
1715181004751,5,Reptiles (HTTP Request),200,OK,Thread Group 1-4,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,5,0,0
1715181004839,5,Reptiles (HTTP Request),200,OK,Thread Group 1-7,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,5,0,0
1715181004869,4,Reptiles (HTTP Request),200,OK,Thread Group 1-13,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,4,0,0
1715181004881,4,Reptiles (HTTP Request),200,OK,Thread Group 1-11,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,4,0,0
1715181004882,4,Reptiles (HTTP Request),200,OK,Thread Group 1-12,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,3,0,0
1715181004882,4,Reptiles (HTTP Request),200,OK,Thread Group 1-9,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,3,0,0
1715181004902,4,Reptiles (HTTP Request),200,OK,Thread Group 1-8,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,4,0,0
1715181005028,5,Reptiles (HTTP Request),200,OK,Thread Group 1-15,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,5,0,0
1715181005033,4,Reptiles (HTTP Request),200,OK,Thread Group 1-10,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,4,0,0
1715181005170,5,Reptiles (HTTP Request),200,OK,Thread Group 1-18,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,5,0,0
1715181005212,5,Reptiles (HTTP Request),200,OK,Thread Group 1-14,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,5,0,0
1715181005232,5,Reptiles (HTTP Request),200,OK,Thread Group 1-19,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,5,0,0
1715181005300,4,Reptiles (HTTP Request),200,OK,Thread Group 1-16,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,4,0,0
1715181005363,5,Reptiles (HTTP Request),200,OK,Thread Group 1-17,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,5,0,0
1715181005371,3,Reptiles (HTTP Request),200,OK,Thread Group 1-22,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,3,0,0
1715181005505,5,Reptiles (HTTP Request),200,OK,Thread Group 1-23,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,5,0,0
1715181005502,9,Reptiles (HTTP Request),200,OK,Thread Group 1-21,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,9,0,0
1715181005514,5,Reptiles (HTTP Request),200,OK,Thread Group 1-24,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,5,0,0
1715181005527,3,Reptiles (HTTP Request),200,OK,Thread Group 1-25,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,3,0,0
1715181005599,4,Reptiles (HTTP Request),200,OK,Thread Group 1-20,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,4,0,0
1715181006417,5,Dogs (HTTP Request),200,OK,Thread Group 1-3,text,true,,4296,248,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,5,0,0
1715181006649,5,Dogs (HTTP Request),200,OK,Thread Group 1-5,text,true,,4296,248,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,5,0,0
1715181006660,5,Dogs (HTTP Request),200,OK,Thread Group 1-2,text,true,,4296,248,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,5,0,0
1715181006692,4,Dogs (HTTP Request),200,OK,Thread Group 1-1,text,true,,4296,248,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,4,0,0
1715181006707,4,Dogs (HTTP Request),200,OK,Thread Group 1-6,text,true,,4296,248,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,4,0,0
1715181006791,4,Dogs (HTTP Request),200,OK,Thread Group 1-4,text,true,,4296,248,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,4,0,0
1715181006852,5,Dogs (HTTP Request),200,OK,Thread Group 1-7,text,true,,4296,248,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,5,0,0
1715181006893,6,Dogs (HTTP Request),200,OK,Thread Group 1-11,text,true,,4296,248,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,6,0,0
1715181006922,4,Dogs (HTTP Request),200,OK,Thread Group 1-13,text,true,,4296,248,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,4,0,0
1715181006936,4,Dogs (HTTP Request),200,OK,Thread Group 1-8,text,true,,4296,248,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,4,0,0
1715181006948,5,Dogs (HTTP Request),200,OK,Thread Group 1-12,text,true,,4296,248,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,5,0,0
1715181006958,4,Dogs (HTTP Request),200,OK,Thread Group 1-9,text,true,,4296,248,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,4,0,0
1715181007103,11,Dogs (HTTP Request),200,OK,Thread Group 1-10,text,true,,4296,248,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,11,0,0
1715181007114,6,Dogs (HTTP Request),200,OK,Thread Group 1-15,text,true,,4296,248,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,6,0,0
1715181007253,5,Dogs (HTTP Request),200,OK,Thread Group 1-18,text,true,,4296,248,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,5,0,0
1715181007275,4,Dogs (HTTP Request),200,OK,Thread Group 1-19,text,true,,4296,248,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,4,0,0
1715181007276,3,Dogs (HTTP Request),200,OK,Thread Group 1-14,text,true,,4296,248,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,3,0,0
1715181007335,4,Dogs (HTTP Request),200,OK,Thread Group 1-16,text,true,,4296,248,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,4,0,0
1715181007389,4,Dogs (HTTP Request),200,OK,Thread Group 1-22,text,true,,4296,248,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,4,0,0
1715181007428,3,Dogs (HTTP Request),200,OK,Thread Group 1-17,text,true,,4296,248,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,3,0,0
1715181007542,4,Dogs (HTTP Request),200,OK,Thread Group 1-23,text,true,,4296,248,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,4,0,0
